web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,image
"1781563360-170","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=23","Apartamento com 2 quartos - localizado em Rossio Lisbon","2.760 €","Santa Maria Maior - Hoje às 12:06","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-171","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T2 com ginásio e piscina em Prazeres","3.500 €","Estrela - Hoje às 14:16","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/sfb9argms4xl3-PT/image;s=538x359;q=50"
"1781563363-172","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","T2+1 como Novo com Varanda e Garagem no Centro de Rio Tinto","1.375 €","Rio Tinto - Hoje às 18:31","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/sfddxg3wsa4q2-PT/image;s=510x402;q=50"
"1781563363-173","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Arenda-se apartamento t2 no Pinhal Novo","1.300 €","Pinhal Novo - 14 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/9won0r5ecxul2-PT/image;s=510x396;q=50"
"1781563363-174","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","T1 Nevogilde Premium | Varanda Poente, Vista Parque e Garagem","1.100 €","Aldoar, Foz Do Douro E Nevogilde - Hoje às 16:01","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/67fdgoy4kvtb2-PT/image;s=638x359;q=50"
"1781563363-175","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","T2 Arrendamento Olaias","1.350 €","Beato - 10 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/470irq5y9yai3-PT/image;s=510x383;q=50"
"1781563363-176","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Quarto Para Arrendar - 375€ (Gaeiras)","375 €","Gaeiras - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-177","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","T1 centro  Guimarães","600 €","Azurém - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-178","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Aluguer Apartamento T2 FUNCHAL","2.600 €","Sé - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-179","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Estúdio - localizado em Cedofeita Porto","800 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-180","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T1 novo com varanda em Paranhos","980 €","Paranhos - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-181","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento com 1 quartos - localizado em Alameda Lisbon","1.200 €","Arroios - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-182","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","T1 para Arrendamento no Beato | 55 m2 | Disponível de Imediato","1.100 €","Beato - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-183","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento com 2 quartos - localizado em Santo Ildefonso Porto","990 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-184","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T3 para Arrendamento - Marzovelos","900 €","Viseu - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-185","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T1 para arrendamento","800 €","Azurém - Hoje às 19:16","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-186","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T1 para arrendamento","850 €","Póvoa De Varzim, Beiriz E Argivai - 10 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-187","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T2, equipado e mobilado","600 €","Abrantes (São Vicente E São João) E Alferrarede - 12 de junho de 2026","Seguir",""
"1781563363-188","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T2 Luxo Mobilado e Equipado na Foz","5.000 €","Aldoar, Foz Do Douro E Nevogilde - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-189","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","T1 palácio confusos polo I  Universidade Coimbra","590 €","Coimbra (Sé Nova, Santa Cruz, Almedina E São Bartolomeu) - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-190","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T0 no centro de Samora Correia","850 €","Samora Correia - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-191","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T3 para arrendamento anual na Urbanização da Corcovada, em","1.800 €","Albufeira E Olhos De Água - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-192","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T3 para arrendamento","3.000 €","Lordelo Do Ouro E Massarelos - 10 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-193","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T2 Arrendamento em Matosinhos e Leça da Palmeira,Matosinho","1.500 €","Matosinhos E Leça Da Palmeira - Hoje às 12:31","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-194","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T3 para arrendamento","900 €","Nazaré - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-195","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T2 para arrendamento","1.500 €","Lumiar - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-196","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","T1 em Príncipe Real, Lisboa","1.500 €","Santo António - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-197","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Casa com 1 quartos - localizado em Campolide Lisbon","1.200 €","Campolide - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-198","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Arrendamento | T3+1 em Alvalade - Praceta junto aos Bombeiros Voluntár","1.700 €","Alvalade - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-199","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T2 em Av. de Roma - Campo Pequeno","3.090 €","Areeiro - Hoje às 12:31","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-200","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","T2 entrada imediata","920 €","Nogueiró E Tenões - 10 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-201","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","T4 frente mar com vistas deslumbrantes | Matosinhos Sul","4.500 €","Matosinhos E Leça Da Palmeira - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-202","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T3 na quinta grande","1.900 €","Alfragide - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-203","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T1 para arrendamento","1.000 €","Oeiras E São Julião Da Barra, Paço De Arcos E Caxias - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-204","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Arrendamento T3 Santa Maria da Feia","900 €","Santa Maria Da Feira, Travanca, Sanfins E Espargo - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-205","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T3 Parque Luso Corroios Box 2 Viaturas","2.500 €","Corroios - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-206","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","T1 para arrendar na Praia de Sesimbra","1.100 €","Santiago (Sesimbra) - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-207","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Laranjeiras | Metro","4.700 €","São Domingos de Benfica - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-208","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T1 em Campo de Ourique de 60,00 m2","1.600 €","Estrela - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-209","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento para arrendamento T3 na Av. João Crisóstomo","2.100 €","Areeiro - Hoje às 15:01","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563363-210","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=22","Apartamento T3 com garagem em Arcozelo","900 €","Arcozelo - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-211","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","T3 | Abadias | Excelente Estado | Varanda | Próximo da Praia e Marina","900 €","Buarcos - 14 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/scbp2178zcw9-PT/image;s=510x383;q=50"
"1781563367-212","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","T2 Novo | Gualtar – Braga | Cozinha Equipada | Varanda |","1.100 €","Gualtar - Para o topo a 11 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/w7v4d68on5nn3-PT/image;s=510x373;q=50"
"1781563367-213","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento T0 Mobilado, Com Cozinha Equipada E Estacionamento No E...","850 €","Campanhã - 09 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/sjnk3scez2331-PT/image;s=510x383;q=50"
"1781563367-214","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","T4 Avenidas Novas | Lisboa","4.985 €","Avenidas Novas - 12 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/1q9nyjzs01d71-PT/image;s=510x383;q=50"
"1781563367-215","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","T2+1 com garagem, excelentes áreas em Canelas, Vila Nova de Gaia","1.290 €","Canelas - 11 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/jt8dj43iwqnw-PT/image;s=638x359;q=50"
"1781563367-216","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Estúdio - localizado em Bonfim Porto","790 €","Bonfim - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-217","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento T0 para arrendamento","690 €","Oliveira, São Paio E São Sebastião - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-218","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","T3 Avenida  Boavista","1.350 €","Aldoar, Foz Do Douro E Nevogilde - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-219","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento T4 em Matosinhos Sul","4.500 €","Matosinhos E Leça Da Palmeira - 10 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-220","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","T1 Monte Estoril","1.150 €","Carnaxide E Queijas - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-221","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento T2 Duplex para Arrendamento","800 €","Gafanha Da Encarnação - Hoje às 10:45","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-222","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento T2 para arrendamento","7.000 €","Cascais E Estoril - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-223","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento T3 - Montijo - Arrendamento","1.500 €","Montijo E Afonsoeiro - Hoje às 11:05","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-224","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento T2 em Santa Catarina","2.955 €","Misericórdia - Hoje às 17:00","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-225","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","T2 Paia Areia Branca vista mar","880 €","Lourinhã E Atalaia - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-226","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","T4 com muita luz natural - Rua Alfredo Keil, Amadora  Arrendamento","1.400 €","Venteira - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-227","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","T3 em pleno centro da Feira!","1.000 €","Santa Maria Da Feira, Travanca, Sanfins E Espargo - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-228","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","T3 com garagem, varanda e cozinha equipada em Gaia","1.300 €","Santa Marinha E São Pedro Da Afurada - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-229","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento T2 Arrendamento em Canidelo,Vila Nova de Gaia","1.300 €","Canidelo - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-230","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento T3 com 100 m2 no Monte Estoril para arrendamento","1.800 €","Cascais E Estoril - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-231","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Arrendamento T1 Leça da Palmeira","1.050 €","Matosinhos E Leça Da Palmeira - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-232","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento com 2 quartos - localizado em Ponta delgada","1.200 €","São Pedro - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-233","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento T1+1 | Centro Peniche","1.000 €","Peniche - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-234","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento T0 para arrendar centro da cidade Barcelos","625 €","Barcelos, Vila Boa E Vila Frescainha (São Martinho E São Pedro) - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-235","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Aluga-se Apartamento T3 Alvalade, Lisboa","1.200 €","Alvalade - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-236","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento com 2 quartos - localizado em Bonfim Porto","1.150 €","Bonfim - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-237","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento T2 com terraço em Campo de Santana - Santa Marta","3.950 €","Santo António - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-238","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Elegante Apartamento T2 c/ 2 WC's | Totalmente Remodelado e Equipado","4.000 €","Estrela - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-239","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento 2 Frentes","998 €Negociável","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Para o topo a 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-240","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento com 2 quartos - localizado em Cedofeita Porto","990 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-241","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento T2 com terraço junto ao Teatro Garcia de Resende","1.000 €","Bacelo E Senhora Da Saúde - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-242","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Arrenda-se Apartamento T3 Figueira da Foz","800 €","Buarcos - Hoje às 17:49","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-243","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","FANTÁSTICO Apartamento totalmente REMODELADO, na Cova da Piedade","1.100 €Negociável","Almada, Cova Da Piedade, Pragal E Cacilhas - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
